dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
64.39,194.13,2.76,1,HUMAN
60.33,263.86,2.21,5,HUMAN
104.74,4977.31,17.48,18,NON_HUMAN
45.73,292.85,2.57,4,HUMAN
45.71,198.49,5.71,2,HUMAN
46.56,225.73,1.58,3,HUMAN
105.31,4772.64,19.54,21,NON_HUMAN
50.12,141.24,1.71,4,HUMAN
54.99,256.59,6.87,2,HUMAN
88.41,3788.03,37.14,14,NON_HUMAN
45.9,277.59,5.62,4,HUMAN
107.55,3253.22,33.19,15,NON_HUMAN
83.58,4529.36,20.73,24,NON_HUMAN
103.79,4885.76,28.0,10,NON_HUMAN
119.32,2962.2,37.6,11,NON_HUMAN
97.92,4710.84,11.1,18,NON_HUMAN
70.16,271.74,4.98,2,HUMAN
61.93,175.6,5.14,5,HUMAN
54.3,266.85,4.71,4,HUMAN
68.16,100.59,2.96,5,HUMAN
53.49,186.88,7.05,3,HUMAN
60.86,247.02,3.8,2,HUMAN
99.39,2596.15,39.04,17,NON_HUMAN
66.63,141.9,7.89,3,HUMAN
59.04,298.65,5.03,1,HUMAN
97.7,2338.84,38.99,19,NON_HUMAN
50.8,284.68,5.37,2,HUMAN
57.6,142.71,5.03,3,HUMAN
56.8,289.92,2.91,5,HUMAN
116.59,3452.69,39.75,20,NON_HUMAN
119.35,2914.2,27.58,15,NON_HUMAN
73.93,132.93,6.23,4,HUMAN
98.52,2775.16,20.82,17,NON_HUMAN
54.71,218.1,2.74,1,HUMAN
111.87,1166.49,19.49,22,NON_HUMAN
115.69,3858.41,24.68,15,NON_HUMAN
59.4,297.99,5.18,2,HUMAN
59.15,240.51,1.1,5,HUMAN
52.41,119.88,6.17,5,HUMAN
57.06,185.91,3.62,4,HUMAN
72.73,265.03,3.0,3,HUMAN
114.3,3767.34,24.59,12,NON_HUMAN
115.26,3478.85,17.94,18,NON_HUMAN
117.47,4328.65,19.86,23,NON_HUMAN
57.94,199.53,4.38,4,HUMAN
98.89,3003.83,11.76,11,NON_HUMAN
74.98,228.78,7.56,4,HUMAN
86.33,3381.71,12.59,23,NON_HUMAN
74.4,118.29,4.61,2,HUMAN
63.43,112.5,3.79,4,HUMAN
97.87,2514.91,18.62,11,NON_HUMAN
110.08,4604.57,22.86,15,NON_HUMAN
100.86,2307.1,22.66,11,NON_HUMAN
85.52,2486.71,34.83,22,NON_HUMAN
96.53,4115.21,13.79,17,NON_HUMAN
55.73,189.48,7.48,2,HUMAN
62.38,88.36,6.92,4,HUMAN
48.24,140.28,4.89,3,HUMAN
95.43,1124.13,10.12,16,NON_HUMAN
116.57,3298.88,10.6,14,NON_HUMAN
62.54,123.7,3.72,4,HUMAN
60.7,87.09,2.71,3,HUMAN
56.67,88.03,6.79,3,HUMAN
64.43,115.81,1.35,2,HUMAN
108.88,3737.09,37.72,24,NON_HUMAN
63.23,281.67,6.65,1,HUMAN
62.5,210.39,3.2,2,HUMAN
92.3,4515.43,15.31,12,NON_HUMAN
111.69,1142.02,28.17,24,NON_HUMAN
60.97,161.37,7.6,2,HUMAN
61.89,119.1,6.19,3,HUMAN
70.36,169.76,3.87,1,HUMAN
119.1,4749.6,37.76,21,NON_HUMAN
99.77,4097.11,24.35,18,NON_HUMAN
112.42,4181.96,33.18,17,NON_HUMAN
69.14,276.3,1.79,3,HUMAN
64.01,233.31,6.41,3,HUMAN
60.44,209.17,2.98,3,HUMAN
45.58,191.72,1.2,2,HUMAN
56.82,231.65,6.03,2,HUMAN
109.64,3033.75,33.72,20,NON_HUMAN
111.21,2952.48,38.98,10,NON_HUMAN
80.04,3809.1,22.83,11,NON_HUMAN
111.9,3501.46,27.29,16,NON_HUMAN
94.47,3800.64,24.94,18,NON_HUMAN
69.57,196.86,1.2,3,HUMAN
94.25,4728.93,37.64,23,NON_HUMAN
48.96,101.33,2.08,2,HUMAN
67.12,145.49,6.15,1,HUMAN
74.98,139.96,6.0,1,HUMAN
58.12,142.31,4.69,1,HUMAN
112.46,2588.94,36.41,22,NON_HUMAN
106.64,3480.16,27.25,11,NON_HUMAN
74.03,282.69,3.37,1,HUMAN
98.11,3068.13,29.49,12,NON_HUMAN
117.69,1963.75,24.2,25,NON_HUMAN
95.62,3348.74,14.23,18,NON_HUMAN
54.79,96.81,2.84,3,HUMAN
108.18,3980.59,37.7,17,NON_HUMAN
113.3,4815.04,39.16,14,NON_HUMAN
55.36,288.51,2.26,1,HUMAN
56.54,147.11,3.14,1,HUMAN
80.47,3695.94,28.18,16,NON_HUMAN
52.98,227.09,4.64,4,HUMAN
56.08,244.38,3.32,2,HUMAN
101.11,4391.58,25.99,25,NON_HUMAN
71.96,102.95,3.03,2,HUMAN
98.98,1530.39,13.86,16,NON_HUMAN
85.17,4646.61,17.84,24,NON_HUMAN
54.21,175.64,2.9,2,HUMAN
51.87,289.99,6.58,2,HUMAN
118.95,1215.78,22.13,19,NON_HUMAN
93.1,3846.1,30.36,13,NON_HUMAN
91.23,2129.19,23.85,11,NON_HUMAN
74.14,283.4,7.51,3,HUMAN
63.49,191.94,5.82,1,HUMAN
107.07,1458.96,31.42,25,NON_HUMAN
64.88,203.18,7.13,3,HUMAN
74.39,213.75,7.05,1,HUMAN
47.08,142.78,3.39,1,HUMAN
82.45,3183.46,21.46,23,NON_HUMAN
109.65,1340.93,39.89,20,NON_HUMAN
57.18,150.53,2.35,2,HUMAN
68.97,129.3,5.45,1,HUMAN
72.46,210.57,5.9,5,HUMAN
114.08,3994.73,38.01,23,NON_HUMAN
68.16,179.21,7.1,5,HUMAN
118.01,3393.68,20.89,20,NON_HUMAN
114.37,1614.11,15.41,12,NON_HUMAN
66.3,114.74,2.79,4,HUMAN
68.4,273.91,2.59,2,HUMAN
93.32,2454.62,23.85,16,NON_HUMAN
52.42,207.49,6.34,3,HUMAN
118.06,1783.97,21.77,24,NON_HUMAN
104.16,1592.36,21.62,23,NON_HUMAN
52.13,264.64,4.37,2,HUMAN
63.84,188.63,6.82,2,HUMAN
113.12,1227.24,31.71,11,NON_HUMAN
50.74,102.71,3.06,3,HUMAN
104.85,1606.27,28.34,11,NON_HUMAN
72.92,228.87,6.9,5,HUMAN
51.48,295.12,6.49,3,HUMAN
106.77,3768.57,14.78,17,NON_HUMAN
109.36,1949.42,26.87,23,NON_HUMAN
114.68,1030.51,32.93,12,NON_HUMAN
49.39,141.57,1.12,1,HUMAN
84.9,2753.12,18.42,15,NON_HUMAN
104.47,3737.39,36.32,24,NON_HUMAN
56.74,229.84,6.62,5,HUMAN
54.62,169.09,2.95,1,HUMAN
69.22,153.08,4.59,2,HUMAN
119.86,4685.75,26.86,15,NON_HUMAN
57.66,204.77,6.9,2,HUMAN
86.09,3155.33,27.71,21,NON_HUMAN
83.05,4471.64,14.61,10,NON_HUMAN
113.17,1470.04,27.5,16,NON_HUMAN
60.67,125.32,2.58,5,HUMAN
66.26,136.23,1.46,2,HUMAN
62.01,111.27,4.1,5,HUMAN
82.19,3083.09,33.29,15,NON_HUMAN
88.1,2450.78,39.02,22,NON_HUMAN
99.41,1378.92,31.22,25,NON_HUMAN
108.42,3791.92,11.01,18,NON_HUMAN
82.06,4038.74,13.29,10,NON_HUMAN
57.15,98.38,5.93,3,HUMAN
74.91,100.7,5.41,5,HUMAN
69.56,285.36,1.84,2,HUMAN
97.24,1544.72,32.01,24,NON_HUMAN
45.21,286.77,7.01,1,HUMAN
101.42,4805.75,30.65,19,NON_HUMAN
66.51,120.43,3.39,4,HUMAN
55.23,290.0,3.58,3,HUMAN
57.81,248.1,4.68,1,HUMAN
68.89,103.61,4.77,2,HUMAN
65.51,184.13,2.58,4,HUMAN
93.71,2428.19,36.09,23,NON_HUMAN
56.93,102.86,2.98,2,HUMAN
95.06,1336.75,24.58,14,NON_HUMAN
67.88,187.07,3.61,1,HUMAN
89.38,2751.06,35.03,13,NON_HUMAN
101.13,3045.33,22.92,23,NON_HUMAN
49.23,101.89,2.23,2,HUMAN
109.03,3725.09,31.9,11,NON_HUMAN
50.89,179.66,4.74,1,HUMAN
96.04,4920.47,12.06,24,NON_HUMAN
91.63,2254.12,15.43,11,NON_HUMAN
62.93,126.8,2.11,3,HUMAN
110.95,2836.27,21.89,18,NON_HUMAN
83.6,1679.2,10.47,24,NON_HUMAN
54.37,299.5,5.32,1,HUMAN
104.01,3154.59,36.69,19,NON_HUMAN
70.46,206.47,6.83,5,HUMAN
101.15,2829.3,19.65,12,NON_HUMAN
119.7,3966.71,18.98,10,NON_HUMAN
50.25,184.81,7.03,5,HUMAN
114.69,4356.69,27.98,18,NON_HUMAN
103.05,2856.28,21.44,25,NON_HUMAN
68.24,252.05,2.91,3,HUMAN
88.82,3378.36,10.77,10,NON_HUMAN
50.36,119.04,5.36,4,HUMAN
59.88,104.25,6.33,5,HUMAN
73.16,102.12,3.39,4,HUMAN
69.15,255.95,2.53,1,HUMAN
104.57,1453.02,20.25,25,NON_HUMAN
73.71,285.17,3.98,1,HUMAN
114.37,3792.33,10.9,15,NON_HUMAN
99.04,1925.0,18.51,14,NON_HUMAN
54.51,225.29,1.69,4,HUMAN
100.47,3483.19,18.13,20,NON_HUMAN
48.12,145.44,3.61,3,HUMAN
60.99,88.61,4.78,2,HUMAN
80.09,4877.2,13.18,16,NON_HUMAN
67.7,154.27,3.62,3,HUMAN
67.76,124.78,2.08,3,HUMAN
101.36,4587.05,10.82,14,NON_HUMAN
67.67,210.3,3.24,4,HUMAN
102.89,2929.67,14.0,20,NON_HUMAN
54.42,202.16,4.36,1,HUMAN
117.31,2988.95,11.27,13,NON_HUMAN
67.49,85.79,7.42,3,HUMAN
108.56,1924.83,18.38,12,NON_HUMAN
102.23,2599.24,10.1,12,NON_HUMAN
87.5,2568.24,33.35,19,NON_HUMAN
51.93,104.62,1.48,3,HUMAN
113.23,1150.8,27.75,24,NON_HUMAN
82.63,2776.95,19.39,14,NON_HUMAN
45.27,112.52,2.04,2,HUMAN
100.01,3814.54,12.97,10,NON_HUMAN
87.15,2496.54,23.94,16,NON_HUMAN
86.02,4702.89,35.67,21,NON_HUMAN
46.03,93.92,4.53,4,HUMAN
83.0,4112.24,13.85,14,NON_HUMAN
57.27,292.83,7.88,4,HUMAN
107.51,3441.09,26.17,11,NON_HUMAN
59.94,228.16,7.1,4,HUMAN
62.67,163.7,2.62,3,HUMAN
89.87,1360.75,34.54,18,NON_HUMAN
59.23,154.75,6.2,3,HUMAN
47.1,123.83,6.08,4,HUMAN
82.44,4621.93,37.78,22,NON_HUMAN
95.31,4469.75,32.59,20,NON_HUMAN
70.14,192.63,3.29,2,HUMAN
56.44,93.91,7.05,5,HUMAN
60.44,201.86,3.28,1,HUMAN
103.83,2318.6,12.8,18,NON_HUMAN
87.14,2790.53,16.02,20,NON_HUMAN
94.51,3471.59,10.06,10,NON_HUMAN
91.15,3173.22,19.95,20,NON_HUMAN
84.4,3034.95,37.86,24,NON_HUMAN
70.94,170.03,3.59,1,HUMAN
57.07,194.75,4.84,3,HUMAN
93.16,2315.58,27.64,13,NON_HUMAN
105.35,3689.74,18.77,24,NON_HUMAN
117.69,4643.38,26.07,21,NON_HUMAN
58.61,198.77,3.61,3,HUMAN
89.33,2836.8,30.23,14,NON_HUMAN
62.51,129.3,6.53,2,HUMAN
60.49,174.01,3.41,3,HUMAN
62.31,85.33,7.0,3,HUMAN
114.18,4439.29,37.02,25,NON_HUMAN
58.19,292.23,1.13,3,HUMAN
94.78,2840.36,27.84,24,NON_HUMAN
108.76,2018.48,19.51,18,NON_HUMAN
95.82,3679.65,28.89,12,NON_HUMAN
46.74,286.11,4.75,5,HUMAN
69.73,100.62,4.22,2,HUMAN
73.96,240.77,7.33,3,HUMAN
67.18,284.43,7.43,4,HUMAN
81.61,2512.86,17.25,16,NON_HUMAN
66.82,290.94,5.49,3,HUMAN
119.22,4008.0,17.67,17,NON_HUMAN
80.09,3445.29,13.46,12,NON_HUMAN
45.82,86.68,2.11,2,HUMAN
87.6,3020.58,22.28,20,NON_HUMAN
115.67,1053.5,20.36,13,NON_HUMAN
117.09,3170.43,35.42,15,NON_HUMAN
107.09,4723.24,27.01,23,NON_HUMAN
97.08,3803.84,17.21,23,NON_HUMAN
64.69,191.69,7.22,2,HUMAN
118.9,3867.12,33.43,25,NON_HUMAN
80.57,3742.63,22.96,14,NON_HUMAN
54.54,230.9,2.36,4,HUMAN
67.61,205.66,1.34,1,HUMAN
102.68,2139.98,35.1,13,NON_HUMAN
71.01,246.44,1.14,4,HUMAN
55.45,104.74,6.27,5,HUMAN
114.69,1797.56,16.78,22,NON_HUMAN
119.59,1743.52,27.64,13,NON_HUMAN
46.02,199.13,4.38,3,HUMAN
93.93,3878.32,36.97,10,NON_HUMAN
112.75,3072.3,26.72,21,NON_HUMAN
61.68,267.42,4.46,4,HUMAN
64.06,187.77,6.35,1,HUMAN
96.2,2218.34,30.15,16,NON_HUMAN
50.44,157.9,7.91,4,HUMAN
57.77,196.24,1.75,1,HUMAN
49.88,85.35,3.5,1,HUMAN
116.06,2209.17,36.47,21,NON_HUMAN
104.12,4975.14,29.97,20,NON_HUMAN
47.56,103.68,1.33,3,HUMAN
64.46,220.87,6.68,5,HUMAN
54.9,272.7,2.44,2,HUMAN
94.42,1813.3,37.44,24,NON_HUMAN
68.9,153.53,3.02,1,HUMAN
93.47,1811.38,11.41,14,NON_HUMAN
56.51,218.93,6.99,1,HUMAN
113.41,3418.93,17.12,25,NON_HUMAN
106.11,4480.35,11.51,25,NON_HUMAN
83.37,2869.56,27.81,15,NON_HUMAN
86.95,3513.03,19.25,11,NON_HUMAN
119.81,4642.7,13.54,13,NON_HUMAN
74.77,230.79,4.47,2,HUMAN
64.08,151.07,6.57,3,HUMAN
116.04,4903.46,35.05,24,NON_HUMAN
98.57,3561.61,24.87,22,NON_HUMAN
90.52,3375.04,30.55,10,NON_HUMAN
87.54,4238.65,27.33,12,NON_HUMAN
88.76,2989.21,30.3,12,NON_HUMAN
84.5,2125.47,11.15,25,NON_HUMAN
83.63,2539.47,14.46,19,NON_HUMAN
68.25,248.02,4.9,3,HUMAN
54.61,299.09,1.37,4,HUMAN
66.14,189.78,1.39,2,HUMAN
52.84,169.72,7.12,5,HUMAN
56.07,157.61,5.97,3,HUMAN
87.61,3501.56,16.89,11,NON_HUMAN
48.26,202.91,6.36,4,HUMAN
47.21,210.01,7.86,4,HUMAN
63.18,167.82,2.47,2,HUMAN
63.85,143.3,2.68,4,HUMAN
63.36,200.25,1.52,1,HUMAN
106.81,4518.24,13.78,13,NON_HUMAN
105.17,4386.24,11.16,17,NON_HUMAN
47.49,183.78,7.56,2,HUMAN
56.16,216.06,4.23,5,HUMAN
111.14,1345.19,10.05,23,NON_HUMAN
54.98,294.84,6.95,4,HUMAN
89.88,3128.18,26.57,17,NON_HUMAN
73.51,247.56,5.55,5,HUMAN
67.61,282.1,6.08,2,HUMAN
92.25,1054.33,23.45,14,NON_HUMAN
101.99,3496.97,24.37,22,NON_HUMAN
97.53,4043.91,22.15,15,NON_HUMAN
57.89,90.66,5.85,3,HUMAN
119.42,3250.11,38.73,24,NON_HUMAN
115.67,2873.33,18.37,14,NON_HUMAN
55.69,218.09,1.75,4,HUMAN
107.08,2001.91,38.81,13,NON_HUMAN
82.35,4284.3,22.14,19,NON_HUMAN
87.78,3658.26,33.99,25,NON_HUMAN
71.05,82.08,6.83,4,HUMAN
63.7,298.98,5.13,3,HUMAN
80.41,1224.23,16.3,11,NON_HUMAN
56.79,254.73,7.86,4,HUMAN
71.09,234.2,7.51,5,HUMAN
64.63,125.59,6.02,2,HUMAN
45.25,87.24,7.12,1,HUMAN
97.52,3655.47,31.2,13,NON_HUMAN
50.09,261.59,5.49,4,HUMAN
73.87,136.16,4.4,5,HUMAN
49.74,283.84,1.55,1,HUMAN
98.62,4765.31,29.49,14,NON_HUMAN
70.74,176.22,5.72,1,HUMAN
57.0,188.83,4.42,3,HUMAN
46.13,133.18,3.4,5,HUMAN
90.08,1508.04,10.91,13,NON_HUMAN
97.9,3893.27,14.03,23,NON_HUMAN
68.75,148.44,3.71,5,HUMAN
56.82,266.12,3.36,1,HUMAN
110.22,3403.72,24.47,19,NON_HUMAN
55.0,120.0,5.0,3,HUMAN
110.0,3500.0,20.0,18,NON_HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
55.0,120.0,5.0,3,HUMAN
66.5666,-36.8496,4185770.0,268,HUMAN
45.5301,60.7506,42381.3,0,HUMAN
46.048,35.4309,48518.9,0,HUMAN
47.8957,62.4649,75632.0,0,HUMAN
43.2487,38.4222,41428.0,0,HUMAN
48.3562,8.71795,87694.8,0,HUMAN
43.1016,4.22768,34608.0,0,HUMAN
43.7256,16.5558,27791.7,0,HUMAN
45.197,25.5901,51473.7,0,HUMAN
46.2891,39.4285,62908.4,0,HUMAN
44.2535,30.6577,35192.1,0,HUMAN
67.7268,-39.6998,5133460.0,287,HUMAN
48.0997,23.337,78395.0,0,HUMAN
46.111,13.0501,53572.8,0,HUMAN
43.9076,40.3102,39882.1,0,HUMAN
47.4512,-28.8997,46194.0,0,HUMAN
44.7436,52.7529,34177.4,0,HUMAN
44.7757,-46.1311,37656.4,0,HUMAN
45.0622,5.91355,40844.6,0,HUMAN
44.7656,58.5814,38797.8,0,HUMAN
44.3645,9.07601,33581.7,0,HUMAN
46.7214,39.5499,49085.5,0,HUMAN
44.2877,3.41858,32054.4,0,HUMAN
44.7012,37.1954,38518.3,0,HUMAN
46.6383,220.832,53346.6,0,HUMAN
46.668,29.173,55523.7,0,HUMAN
48.3327,124.393,33089.3,0,HUMAN
45.3569,20.3247,49106.6,0,HUMAN
45.5835,4.9253,49448.2,0,HUMAN
45.595,9.51333,50626.4,0,HUMAN
45.9513,29.1263,55850.1,0,HUMAN
44.4806,-458.972,23511.8,0,HUMAN
47.389,31.0491,81076.3,0,HUMAN
63.5027,1724.55,3614440.0,219,NON_HUMAN
44.7885,62.971,39396.0,0,HUMAN
44.6836,35.7618,44113.1,0,HUMAN
47.8338,38.0641,86063.2,0,HUMAN
46.7045,38.1003,63881.9,0,HUMAN
48.3042,7.81127,154206.0,7,HUMAN
46.2414,23.994,56146.1,0,HUMAN
44.7343,66.1618,36879.8,0,HUMAN
44.2708,54.2482,28047.0,0,HUMAN
42.3338,36.3021,25022.9,0,HUMAN
43.391,-9.58327,26868.6,0,HUMAN
48.9993,38.5933,115745.0,0,HUMAN
47.2607,25.7248,74883.8,0,HUMAN
46.2908,26.7952,51041.5,0,HUMAN
47.4275,19.2008,78564.7,0,HUMAN
47.7706,43.572,85180.7,0,HUMAN
46.6222,28.4553,57981.3,0,HUMAN
45.173,66.3441,38142.6,0,HUMAN
41.3396,42.3257,19906.3,0,HUMAN
45.1902,19.4223,42877.0,0,HUMAN
43.4498,11.5454,25743.0,0,HUMAN
43.3268,38.8818,27131.3,0,HUMAN
43.9721,68.648,31008.0,0,HUMAN
43.6124,15.0197,32722.2,0,HUMAN
44.8911,20.8929,42717.9,0,HUMAN
45.3844,30.4058,44231.4,0,HUMAN
43.8926,-8.37848,35721.7,0,HUMAN
60.8906,56.7896,2005000.0,146,HUMAN
47.1751,51.42,62640.0,0,HUMAN
48.9736,26.8429,110547.0,0,HUMAN
51.2494,21.6474,164393.0,0,HUMAN
47.637,38.3348,78605.4,0,HUMAN
53.9535,28.1928,291395.0,0,HUMAN
46.7322,95.0178,53837.0,0,HUMAN
47.9453,4.38987,80041.6,0,HUMAN
49.816,-1.94264,127157.0,0,HUMAN
47.1651,3.07515,64200.9,0,HUMAN
43.8278,52.5207,27112.4,0,HUMAN
45.3857,-3.53025,49477.9,0,HUMAN
45.5063,-74.9955,28020.0,0,HUMAN
47.9841,29.6612,80354.9,0,HUMAN
38.8066,38.3073,10938.8,0,HUMAN
48.079,59.9925,73737.2,0,HUMAN
47.2162,17.874,68712.9,0,HUMAN
45.0025,30.816,47910.3,0,HUMAN
43.1998,-4.85504,24417.4,0,HUMAN
46.0909,26.0149,53792.5,0,HUMAN
51.1896,37.8802,173150.0,0,HUMAN
45.9599,26.8766,58467.5,0,HUMAN
45.4505,61.0237,51887.1,0,HUMAN
58.991,64.7668,988533.0,98,HUMAN
44.8191,32.9404,41539.3,0,HUMAN
42.7095,87.0872,22076.5,0,HUMAN
43.0307,8.29534,21961.9,0,HUMAN
44.9395,31.9166,47798.9,0,HUMAN
47.7014,-27.7959,56419.9,0,HUMAN
45.8415,47.7927,39954.2,0,HUMAN
47.5636,59.0417,105495.0,0,HUMAN
48.607,29.3053,85053.6,0,HUMAN
43.3838,24.29,29359.1,0,HUMAN
67.7969,7.8125,2.86664E7,0,HUMAN
43.9119,23.4375,57612.7,0,HUMAN
45.267,23.4375,86841.7,0,HUMAN
44.8704,23.4375,90405.8,0,HUMAN
59.4727,7.8125,2658440.0,3,HUMAN
49.8336,23.4375,247468.0,96,HUMAN
50.9219,23.4375,344771.0,214,HUMAN
57.8085,15.625,1586950.0,341,HUMAN
56.9427,1140.62,1251080.0,348,NON_HUMAN
57.4743,1703.12,1577210.0,379,NON_HUMAN
50.0592,23.4375,246129.0,152,HUMAN
56.6138,1148.44,1165030.0,363,NON_HUMAN
54.7834,515.625,938810.0,268,HUMAN
52.1159,1945.31,447070.0,235,NON_HUMAN
70.1994,1289.06,2.85675E7,460,NON_HUMAN
55.1817,7.8125,955112.0,1,HUMAN
44.5392,23.4375,73416.8,0,HUMAN
67.284,7.8125,2.59196E7,8,HUMAN
44.7597,437.5,69766.7,4,HUMAN
41.6707,31.25,37992.6,0,HUMAN
50.4271,1562.5,263511.0,259,NON_HUMAN
43.1935,742.188,51758.8,1,NON_HUMAN
48.1133,421.875,171376.0,5,HUMAN
45.8043,757.812,99382.1,93,NON_HUMAN
52.1771,367.188,386305.0,29,HUMAN
48.2499,414.062,178653.0,34,HUMAN
44.3503,453.125,75953.7,9,HUMAN
43.4033,625.0,57879.0,11,HUMAN
42.4137,367.188,46358.5,0,HUMAN
37.256,39.0625,12616.1,0,HUMAN
39.6361,31.25,27314.9,1,HUMAN
68.8438,7.8125,3.6635E7,182,HUMAN
47.6521,437.5,169089.0,37,HUMAN
41.1925,390.625,30000.2,0,HUMAN
46.8775,328.125,124274.0,0,HUMAN
67.8057,7.8125,2.92987E7,16,HUMAN
45.3171,554.688,89494.0,8,HUMAN
38.2188,31.25,19822.6,0,HUMAN
47.8275,367.188,179213.0,2,HUMAN
67.7605,7.8125,2.89084E7,15,HUMAN
50.9791,367.188,314391.0,122,HUMAN
67.6716,7.8125,2.83936E7,0,HUMAN
47.8336,296.875,159418.0,66,HUMAN
46.8682,367.188,117569.0,0,HUMAN
42.9909,1023.44,55876.5,23,NON_HUMAN
49.9192,367.188,210955.0,13,HUMAN
44.4888,398.438,71710.9,16,HUMAN
41.1665,31.25,33473.3,0,HUMAN
54.9717,492.188,705374.0,213,HUMAN
42.2186,31.25,41873.8,2,HUMAN
51.8874,648.438,392980.0,158,HUMAN
38.8305,789.062,19510.5,0,NON_HUMAN
68.2531,7.8125,3.22755E7,1,HUMAN
43.842,492.188,66672.2,1,HUMAN
43.5018,492.188,54943.9,0,HUMAN
67.6543,7.8125,2.82811E7,0,HUMAN
41.4782,39.0625,36908.0,0,HUMAN
39.9954,328.125,25917.3,0,HUMAN
43.8585,492.188,48766.5,0,HUMAN
50.7235,46.875,293470.0,101,HUMAN
38.7812,328.125,20925.4,0,HUMAN
40.063,390.625,23163.0,0,HUMAN
40.9715,367.188,34092.6,0,HUMAN
44.9929,320.312,81052.0,21,HUMAN
48.3463,492.188,169987.0,18,HUMAN
43.1033,492.188,52575.9,1,HUMAN
0.0,0.0,0.0,0,HUMAN
48.5545,359.375,205491.0,20,HUMAN
0.0,0.0,0.0,0,HUMAN
44.291,226.562,70786.8,6,HUMAN
42.2515,320.312,42844.5,0,HUMAN
45.6802,820.312,95178.2,25,NON_HUMAN
43.7691,820.312,71192.2,27,NON_HUMAN
47.0452,1625.0,128642.0,88,NON_HUMAN
40.2302,23.4375,28348.0,0,HUMAN
40.6839,31.25,29830.8,5,HUMAN
42.1018,273.438,42191.5,0,HUMAN
44.437,820.312,76383.9,18,NON_HUMAN
37.8253,31.25,15273.7,0,HUMAN
67.9402,7.8125,3.02626E7,1,HUMAN
49.1182,39.0625,231317.0,33,HUMAN
41.7207,31.25,39322.7,7,HUMAN
43.8233,328.125,62559.1,33,HUMAN
46.7546,359.375,125711.0,45,HUMAN
45.629,382.812,100196.0,43,HUMAN
51.753,359.375,333965.0,11,HUMAN
48.7911,367.188,205228.0,28,HUMAN
56.1135,492.188,1108310.0,359,HUMAN
66.5728,1664.06,1.30591E7,466,NON_HUMAN
47.2048,132.812,131993.0,8,HUMAN
59.7088,945.312,2373070.0,400,NON_HUMAN
67.9242,7.8125,3.01048E7,0,HUMAN
47.4291,406.25,138205.0,8,HUMAN
67.317,7.8125,2.59342E7,10,HUMAN
41.6309,414.062,38082.7,0,HUMAN
39.4503,234.375,19474.7,0,HUMAN
41.891,1171.88,41467.1,5,NON_HUMAN
45.4004,359.375,93087.8,11,HUMAN
38.7593,445.312,18954.1,0,HUMAN
39.2178,601.562,22199.8,0,HUMAN
41.531,867.188,39291.8,23,NON_HUMAN
51.3702,414.062,353530.0,134,HUMAN
40.6485,523.438,31885.7,0,HUMAN
44.6825,265.625,83291.2,2,HUMAN
